English,Positive,Negative
steadfast,1,0
steadfastly,1,0
steadfastness,1,0
steadiest,1,0
steadiness,1,0
steady,1,0
stellar,1,0
stellarly,1,0
stimulate,1,0
stimulates,1,0
stimulating,1,0
stimulative,1,0
stirringly,1,0
straighten,1,0
straightforward,1,0
streamlined,1,0
striking,1,0
strikingly,1,0
striving,1,0
strong,1,0
stronger,1,0
strongest,1,0
stunned,1,0
stunning,1,0
stunningly,1,0
stupendous,1,0
stupendously,1,0
sturdier,1,0
sturdy,1,0
stylish,1,0
stylishly,1,0
stylized,1,0
suave,1,0
suavely,1,0
sublime,1,0
subsidize,1,0
subsidized,1,0
subsidizes,1,0
subsidizing,1,0
substantive,1,0
succeed,1,0
succeeded,1,0
succeeding,1,0
succeeds,1,0
succes,1,0
success,1,0
successes,1,0
successful,1,0
successfully,1,0
suffice,1,0
sufficed,1,0
suffices,1,0
sufficient,1,0
sufficiently,1,0
suitable,1,0
sumptuous,1,0
sumptuously,1,0
sumptuousness,1,0
super,1,0
superb,1,0
superbly,1,0
superior,1,0
superiority,1,0
supple,1,0
support,1,0
supported,1,0
supporter,1,0
supporting,1,0
supportive,1,0
supports,1,0
supremacy,1,0
supreme,1,0
supremely,1,0
supurb,1,0
supurbly,1,0
surmount,1,0
surpass,1,0
surreal,1,0
survival,1,0
survivor,1,0
sustainability,1,0
sustainable,1,0
swank,1,0
swankier,1,0
swankiest,1,0
swanky,1,0
sweeping,1,0
sweet,1,0
sweeten,1,0
sweetheart,1,0
sweetly,1,0
sweetness,1,0
swift,1,0
swiftness,1,0
talent,1,0
talented,1,0
talents,1,0
tantalize,1,0
tantalizing,1,0
tantalizingly,1,0
tempt,1,0
tempting,1,0
temptingly,1,0
tenacious,1,0
tenaciously,1,0
tenacity,1,0
tender,1,0
tenderly,1,0
terrific,1,0
terrifically,1,0
thank,1,0
thankful,1,0
thinner,1,0
thoughtful,1,0
thoughtfully,1,0
thoughtfulness,1,0
thrift,1,0
thrifty,1,0
thrill,1,0
thrilled,1,0
thrilling,1,0
thrillingly,1,0
thrills,1,0
thrive,1,0
thriving,1,0
thumb-up,1,0
thumbs-up,1,0
tickle,1,0
tidy,1,0
time-honored,1,0
timely,1,0
tingle,1,0
titillate,1,0
titillating,1,0
titillatingly,1,0
togetherness,1,0
tolerable,1,0
toll-free,1,0
top,1,0
top-notch,1,0
top-quality,1,0
topnotch,1,0
tops,1,0
tough,1,0
tougher,1,0
toughest,1,0
traction,1,0
tranquil,1,0
tranquility,1,0
transparent,1,0
treasure,1,0
tremendously,1,0
trendy,1,0
triumph,1,0
triumphal,1,0
triumphant,1,0
triumphantly,1,0
trivially,1,0
trophy,1,0
trouble-free,1,0
trump,1,0
trumpet,1,0
trust,1,0
trusted,1,0
trusting,1,0
trustingly,1,0
trustworthiness,1,0
trustworthy,1,0
trusty,1,0
truthful,1,0
truthfully,1,0
truthfulness,1,0
twinkly,1,0
ultra-crisp,1,0
unabashed,1,0
unabashedly,1,0
unaffected,1,0
unassailable,1,0
unbeatable,1,0
unbiased,1,0
unbound,1,0
uncomplicated,1,0
unconditional,1,0
undamaged,1,0
undaunted,1,0
understandable,1,0
undisputable,1,0
undisputably,1,0
undisputed,1,0
unencumbered,1,0
unequivocal,1,0
unequivocally,1,0
unfazed,1,0
unfettered,1,0
unforgettable,1,0
unity,1,0
unlimited,1,0
unmatched,1,0
unparalleled,1,0
unquestionable,1,0
unquestionably,1,0
unreal,1,0
unrestricted,1,0
unrivaled,1,0
unselfish,1,0
unwavering,1,0
upbeat,1,0
upgradable,1,0
upgradeable,1,0
upgraded,1,0
upheld,1,0
uphold,1,0
uplift,1,0
uplifting,1,0
upliftingly,1,0
upliftment,1,0
upscale,1,0
usable,1,0
useable,1,0
useful,1,0
user-friendly,1,0
user-replaceable,1,0
valiant,1,0
valiantly,1,0
valor,1,0
valuable,1,0
variety,1,0
venerate,1,0
verifiable,1,0
veritable,1,0
versatile,1,0
versatility,1,0
vibrant,1,0
vibrantly,1,0
victorious,1,0
victory,1,0
viewable,1,0
vigilance,1,0
vigilant,1,0
virtue,1,0
virtuous,1,0
virtuously,1,0
visionary,1,0
vivacious,1,0
vivid,1,0
vouch,1,0
vouchsafe,1,0
warm,1,0
warmer,1,0
warmhearted,1,0
warmly,1,0
warmth,1,0
wealthy,1,0
welcome,1,0
well,1,0
well-backlit,1,0
well-balanced,1,0
well-behaved,1,0
well-being,1,0
well-bred,1,0
well-connected,1,0
well-educated,1,0
well-established,1,0
well-informed,1,0
well-intentioned,1,0
well-known,1,0
well-made,1,0
well-managed,1,0
well-mannered,1,0
well-positioned,1,0
well-received,1,0
well-regarded,1,0
well-rounded,1,0
well-run,1,0
well-wishers,1,0
wellbeing,1,0
whoa,1,0
wholeheartedly,1,0
wholesome,1,0
whooa,1,0
whoooa,1,0
wieldy,1,0
willing,1,0
willingly,1,0
willingness,1,0
win,1,0
windfall,1,0
winnable,1,0
winner,1,0
winners,1,0
winning,1,0
wins,1,0
wisdom,1,0
wise,1,0
wisely,1,0
witty,1,0
won,1,0
wonder,1,0
wonderful,1,0
wonderfully,1,0
wonderous,1,0
wonderously,1,0
wonders,1,0
wondrous,1,0
woo,1,0
work,1,0
workable,1,0
worked,1,0
works,1,0
world-famous,1,0
worth,1,0
worth-while,1,0
worthiness,1,0
worthwhile,1,0
worthy,1,0
wow,1,0
wowed,1,0
wowing,1,0
wows,1,0
yay,1,0
youthful,1,0
zeal,1,0
zenith,1,0
zest,1,0
zippy,1,0
2-faced,0,1
2-faces,0,1
abnormal,0,1
abolish,0,1
abominable,0,1
abominably,0,1
abominate,0,1
abomination,0,1
abort,0,1
aborted,0,1
aborts,0,1
abrade,0,1
abrasive,0,1
abrupt,0,1
abruptly,0,1
abscond,0,1
absence,0,1
absent-minded,0,1
absentee,0,1
absurd,0,1
absurdity,0,1
absurdly,0,1
absurdness,0,1
abuse,0,1
abused,0,1
abuses,0,1
abusive,0,1
abysmal,0,1
abysmally,0,1
abyss,0,1
accidental,0,1
accost,0,1
accursed,0,1
accusation,0,1
accusations,0,1
accuse,0,1
accuses,0,1
accusing,0,1
accusingly,0,1
acerbate,0,1
acerbic,0,1
acerbically,0,1
ache,0,1
ached,0,1
aches,0,1
achey,0,1
aching,0,1
acrid,0,1
acridly,0,1
acridness,0,1
acrimonious,0,1
acrimoniously,0,1
acrimony,0,1
adamant,0,1
adamantly,0,1
addict,0,1
addicted,0,1
addicting,0,1
addicts,0,1
admonish,0,1
admonisher,0,1
admonishingly,0,1
admonishment,0,1
admonition,0,1
adulterate,0,1
adulterated,0,1
adulteration,0,1
adulterier,0,1
adversarial,0,1
adversary,0,1
adverse,0,1
adversity,0,1
afflict,0,1
affliction,0,1
afflictive,0,1
affront,0,1
afraid,0,1
aggravate,0,1
aggravating,0,1
aggravation,0,1
aggression,0,1
aggressive,0,1
aggressiveness,0,1
aggressor,0,1
aggrieve,0,1
aggrieved,0,1
aggrivation,0,1
aghast,0,1
agonies,0,1
agonize,0,1
agonizing,0,1
agonizingly,0,1
agony,0,1
aground,0,1
ail,0,1
ailing,0,1
ailment,0,1
aimless,0,1
alarm,0,1
alarmed,0,1
alarming,0,1
alarmingly,0,1
alienate,0,1
alienated,0,1
alienation,0,1
allegation,0,1
allegations,0,1
allege,0,1
allergic,0,1
allergies,0,1
allergy,0,1
aloof,0,1
altercation,0,1
ambiguity,0,1
ambiguous,0,1
ambivalence,0,1
ambivalent,0,1
ambush,0,1
amiss,0,1
amputate,0,1
anarchism,0,1
anarchist,0,1
anarchistic,0,1
anarchy,0,1
anemic,0,1
anger,0,1
angrily,0,1
angriness,0,1
angry,0,1
anguish,0,1
animosity,0,1
annihilate,0,1
annihilation,0,1
annoy,0,1
annoyance,0,1
annoyances,0,1
annoyed,0,1
annoying,0,1
annoyingly,0,1
annoys,0,1
anomalous,0,1
anomaly,0,1
antagonism,0,1
antagonist,0,1
antagonistic,0,1
antagonize,0,1
anti-,0,1
anti-american,0,1
anti-israeli,0,1
anti-occupation,0,1
anti-proliferation,0,1
anti-semites,0,1
anti-social,0,1
anti-us,0,1
anti-white,0,1
antipathy,0,1
antiquated,0,1
antithetical,0,1
anxieties,0,1
anxiety,0,1
anxious,0,1
anxiously,0,1
anxiousness,0,1
apathetic,0,1
apathetically,0,1
apathy,0,1
apocalypse,0,1
apocalyptic,0,1
apologist,0,1
apologists,0,1
appal,0,1
appall,0,1
appalled,0,1
appalling,0,1
appallingly,0,1
apprehension,0,1
apprehensions,0,1
apprehensive,0,1
apprehensively,0,1
arbitrary,0,1
arcane,0,1
archaic,0,1
arduous,0,1
arduously,0,1
argumentative,0,1
arrogance,0,1
arrogant,0,1
arrogantly,0,1
ashamed,0,1
asinine,0,1
asininely,0,1
asinininity,0,1
askance,0,1
asperse,0,1
aspersion,0,1
aspersions,0,1
assail,0,1
assassin,0,1
assassinate,0,1
assault,0,1
assult,0,1
astray,0,1
asunder,0,1
atrocious,0,1
atrocities,0,1
atrocity,0,1
atrophy,0,1
attack,0,1
attacks,0,1
audacious,0,1
audaciously,0,1
audaciousness,0,1
audacity,0,1
audiciously,0,1
austere,0,1
authoritarian,0,1
autocrat,0,1
autocratic,0,1
avalanche,0,1
avarice,0,1
avaricious,0,1
avariciously,0,1
avenge,0,1
averse,0,1
aversion,0,1
aweful,0,1
awful,0,1
awfully,0,1
awfulness,0,1
awkward,0,1
awkwardness,0,1
ax,0,1
babble,0,1
back-logged,0,1
back-wood,0,1
back-woods,0,1
backache,0,1
backaches,0,1
backaching,0,1
backbite,0,1
backbiting,0,1
backward,0,1
backwardness,0,1
backwood,0,1
backwoods,0,1
bad,0,1
badly,0,1
baffle,0,1
baffled,0,1
bafflement,0,1
baffling,0,1
bait,0,1
balk,0,1
banal,0,1
banalize,0,1
bane,0,1
banish,0,1
banishment,0,1
bankrupt,0,1
barbarian,0,1
barbaric,0,1
barbarically,0,1
barbarity,0,1
barbarous,0,1
barbarously,0,1
barren,0,1
baseless,0,1
bash,0,1
bashed,0,1
bashful,0,1
bashing,0,1
bastard,0,1
bastards,0,1
battered,0,1
battering,0,1
batty,0,1
bearish,0,1
beastly,0,1
bedlam,0,1
bedlamite,0,1
befoul,0,1
beg,0,1
beggar,0,1
beggarly,0,1
begging,0,1
beguile,0,1
belabor,0,1
belated,0,1
beleaguer,0,1
belie,0,1
belittle,0,1
belittled,0,1
belittling,0,1
bellicose,0,1
belligerence,0,1
belligerent,0,1
belligerently,0,1
bemoan,0,1
bemoaning,0,1
bemused,0,1
bent,0,1
berate,0,1
bereave,0,1
bereavement,0,1
bereft,0,1
berserk,0,1
beseech,0,1
beset,0,1
besiege,0,1
besmirch,0,1
bestial,0,1
betray,0,1
betrayal,0,1
betrayals,0,1
betrayer,0,1
betraying,0,1
betrays,0,1
bewail,0,1
beware,0,1
bewilder,0,1
bewildered,0,1
bewildering,0,1
bewilderingly,0,1
bewilderment,0,1
bewitch,0,1
bias,0,1
biased,0,1
biases,0,1
bicker,0,1
bickering,0,1
bid-rigging,0,1
bigotries,0,1
bigotry,0,1
bitch,0,1
bitchy,0,1
biting,0,1
bitingly,0,1
bitter,0,1
bitterly,0,1
bitterness,0,1
bizarre,0,1
blab,0,1
blabber,0,1
blackmail,0,1
blah,0,1
blame,0,1
blameworthy,0,1
bland,0,1
blandish,0,1
blaspheme,0,1
blasphemous,0,1
blasphemy,0,1
blasted,0,1
blatant,0,1
blatantly,0,1
blather,0,1
bleak,0,1
bleakly,0,1
bleakness,0,1
bleed,0,1
bleeding,0,1
bleeds,0,1
blemish,0,1
blind,0,1
blinding,0,1
blindingly,0,1
blindside,0,1
blister,0,1
blistering,0,1
bloated,0,1
blockage,0,1
blockhead,0,1
bloodshed,0,1
bloodthirsty,0,1
bloody,0,1
blotchy,0,1
blow,0,1
blunder,0,1
blundering,0,1
blunders,0,1
blunt,0,1
blur,0,1
bluring,0,1
blurred,0,1
blurring,0,1
blurry,0,1
blurs,0,1
blurt,0,1
boastful,0,1
boggle,0,1
bogus,0,1
boil,0,1
boiling,0,1
boisterous,0,1
bomb,0,1
bombard,0,1
bombardment,0,1
bombastic,0,1
bondage,0,1
bonkers,0,1
bore,0,1
bored,0,1
boredom,0,1
bores,0,1
boring,0,1
botch,0,1
bother,0,1
bothered,0,1
bothering,0,1
bothers,0,1
bothersome,0,1
bowdlerize,0,1
boycott,0,1
braggart,0,1
bragger,0,1
brainless,0,1
brainwash,0,1
brash,0,1
brashly,0,1
brashness,0,1
brat,0,1
bravado,0,1
brazen,0,1
brazenly,0,1
brazenness,0,1
breach,0,1
break,0,1
break-up,0,1
break-ups,0,1
breakdown,0,1
breaking,0,1
breaks,0,1
breakup,0,1
breakups,0,1
bribery,0,1
brimstone,0,1
bristle,0,1
brittle,0,1
broke,0,1
broken,0,1
broken-hearted,0,1
brood,0,1
browbeat,0,1
bruise,0,1
bruised,0,1
bruises,0,1
bruising,0,1
brusque,0,1
brutal,0,1
brutalising,0,1
brutalities,0,1
brutality,0,1
brutalize,0,1
brutalizing,0,1
brutally,0,1
brute,0,1
brutish,0,1
bs,0,1
buckle,0,1
bug,0,1
bugging,0,1
buggy,0,1
bugs,0,1
bulkier,0,1
bulkiness,0,1
bulky,0,1
bulkyness,0,1
bull****,0,1
bull----,0,1
bullies,0,1
bullshit,0,1
bullshyt,0,1
bully,0,1
bullying,0,1
bullyingly,0,1
bum,0,1
bump,0,1
bumped,0,1
bumping,0,1
bumpping,0,1
bumps,0,1
bumpy,0,1
bungle,0,1
bungler,0,1
bungling,0,1
bunk,0,1
burden,0,1
burdensome,0,1
burdensomely,0,1
burn,0,1
burned,0,1
burning,0,1
burns,0,1
bust,0,1
busts,0,1
busybody,0,1
butcher,0,1
butchery,0,1
buzzing,0,1
byzantine,0,1
cackle,0,1
calamities,0,1
calamitous,0,1
calamitously,0,1
calamity,0,1
callous,0,1
calumniate,0,1
calumniation,0,1
calumnies,0,1
calumnious,0,1
calumniously,0,1
calumny,0,1
cancer,0,1
cancerous,0,1
cannibal,0,1
cannibalize,0,1
capitulate,0,1
capricious,0,1
capriciously,0,1
capriciousness,0,1
capsize,0,1
careless,0,1
carelessness,0,1
caricature,0,1
carnage,0,1
carp,0,1
cartoonish,0,1
cash-strapped,0,1
castigate,0,1
castrated,0,1
casualty,0,1
cataclysm,0,1
cataclysmal,0,1
cataclysmic,0,1
cataclysmically,0,1
catastrophe,0,1
catastrophes,0,1
catastrophic,0,1
catastrophically,0,1
catastrophies,0,1
caustic,0,1
caustically,0,1
cautionary,0,1
cave,0,1
censure,0,1
chafe,0,1
chaff,0,1
chagrin,0,1
challenging,0,1
chaos,0,1
chaotic,0,1
chasten,0,1
chastise,0,1
chastisement,0,1
chatter,0,1
chatterbox,0,1
cheap,0,1
cheapen,0,1
cheaply,0,1
cheat,0,1
cheated,0,1
cheater,0,1
cheating,0,1
cheats,0,1
checkered,0,1
cheerless,0,1
cheesy,0,1
chide,0,1
childish,0,1
chill,0,1
chilly,0,1
chintzy,0,1
choke,0,1
choleric,0,1
choppy,0,1
chore,0,1
chronic,0,1
chunky,0,1
clamor,0,1
clamorous,0,1
clash,0,1
cliche,0,1
cliched,0,1
clique,0,1
clog,0,1
clogged,0,1
clogs,0,1
cloud,0,1
clouding,0,1
cloudy,0,1
clueless,0,1
clumsy,0,1
clunky,0,1
coarse,0,1
cocky,0,1
coerce,0,1
coercion,0,1
coercive,0,1
cold,0,1
coldly,0,1
collapse,0,1
collude,0,1
collusion,0,1
combative,0,1
combust,0,1
comical,0,1
commiserate,0,1
commonplace,0,1
commotion,0,1
commotions,0,1
complacent,0,1
complain,0,1
complained,0,1
complaining,0,1
complains,0,1
complaint,0,1
complaints,0,1
complex,0,1
complicated,0,1
complication,0,1
complicit,0,1
compulsion,0,1
compulsive,0,1
concede,0,1
conceded,0,1
conceit,0,1
conceited,0,1
concen,0,1
concens,0,1
concern,0,1
concerned,0,1
concerns,0,1
concession,0,1
concessions,0,1
condemn,0,1
condemnable,0,1
condemnation,0,1
condemned,0,1
condemns,0,1
condescend,0,1
condescending,0,1
condescendingly,0,1
condescension,0,1
confess,0,1
confession,0,1
confessions,0,1
confined,0,1
conflict,0,1
conflicted,0,1
conflicting,0,1
conflicts,0,1
confound,0,1
confounded,0,1
confounding,0,1
confront,0,1
confrontation,0,1
confrontational,0,1
confuse,0,1
confused,0,1
confuses,0,1
confusing,0,1
confusion,0,1
confusions,0,1
congested,0,1
congestion,0,1
cons,0,1
conscons,0,1
conservative,0,1
conspicuous,0,1
conspicuously,0,1
conspiracies,0,1
conspiracy,0,1
conspirator,0,1
conspiratorial,0,1
conspire,0,1
consternation,0,1
contagious,0,1
contaminate,0,1
contaminated,0,1
contaminates,0,1
contaminating,0,1
contamination,0,1
contempt,0,1
contemptible,0,1
contemptuous,0,1
contemptuously,0,1
contend,0,1
contention,0,1
contentious,0,1
contort,0,1
contortions,0,1
contradict,0,1
contradiction,0,1
contradictory,0,1
contrariness,0,1
contravene,0,1
contrive,0,1
contrived,0,1
controversial,0,1
controversy,0,1
convoluted,0,1
corrode,0,1
corrosion,0,1
corrosions,0,1
corrosive,0,1
corrupt,0,1
corrupted,0,1
corrupting,0,1
corruption,0,1
corrupts,0,1
corruptted,0,1
costlier,0,1
costly,0,1
counter-productive,0,1
counterproductive,0,1
coupists,0,1
covetous,0,1
coward,0,1
cowardly,0,1
crabby,0,1
crack,0,1
cracked,0,1
cracks,0,1
craftily,0,1
craftly,0,1
crafty,0,1
cramp,0,1
cramped,0,1
cramping,0,1
cranky,0,1
crap,0,1
crappy,0,1
craps,0,1
crash,0,1
crashed,0,1
crashes,0,1
crashing,0,1
crass,0,1
craven,0,1
cravenly,0,1
craze,0,1
crazily,0,1
craziness,0,1
crazy,0,1
creak,0,1
creaking,0,1
creaks,0,1
credulous,0,1
creep,0,1
creeping,0,1
creeps,0,1
creepy,0,1
crept,0,1
crime,0,1
criminal,0,1
cringe,0,1
cringed,0,1
cringes,0,1
cripple,0,1
crippled,0,1
cripples,0,1
crippling,0,1
crisis,0,1
critic,0,1
critical,0,1
criticism,0,1
criticisms,0,1
criticize,0,1
criticized,0,1
criticizing,0,1
critics,0,1
cronyism,0,1
crook,0,1
crooked,0,1
crooks,0,1
crowded,0,1
crowdedness,0,1
crude,0,1
cruel,0,1
crueler,0,1
cruelest,0,1
cruelly,0,1
cruelness,0,1
cruelties,0,1
cruelty,0,1
crumble,0,1
crumbling,0,1
crummy,0,1
crumple,0,1
crumpled,0,1
crumples,0,1
crush,0,1
crushed,0,1
crushing,0,1
cry,0,1
culpable,0,1
culprit,0,1
cumbersome,0,1
cunt,0,1
cunts,0,1
cuplrit,0,1
curse,0,1
cursed,0,1
curses,0,1
curt,0,1
cuss,0,1
cussed,0,1
cutthroat,0,1
cynical,0,1
cynicism,0,1
d*mn,0,1
damage,0,1
damaged,0,1
damages,0,1
damaging,0,1
damn,0,1
damnable,0,1
damnably,0,1
damnation,0,1
damned,0,1
damning,0,1
damper,0,1
danger,0,1
dangerous,0,1
dangerousness,0,1
dark,0,1
darken,0,1
darkened,0,1
darker,0,1
darkness,0,1
dastard,0,1
dastardly,0,1
daunt,0,1
daunting,0,1
dauntingly,0,1
dawdle,0,1
daze,0,1
dazed,0,1
dead,0,1
deadbeat,0,1
deadlock,0,1
deadly,0,1
deadweight,0,1
deaf,0,1
dearth,0,1
death,0,1
debacle,0,1
debase,0,1
debasement,0,1
debaser,0,1
debatable,0,1
debauch,0,1
debaucher,0,1
debauchery,0,1
debilitate,0,1
debilitating,0,1
debility,0,1
debt,0,1
debts,0,1
decadence,0,1
decadent,0,1
decay,0,1
decayed,0,1
deceit,0,1
deceitful,0,1
deceitfully,0,1
deceitfulness,0,1
deceive,0,1
deceiver,0,1
deceivers,0,1
deceiving,0,1
deception,0,1
deceptive,0,1
deceptively,0,1
declaim,0,1
decline,0,1
declines,0,1
declining,0,1
decrement,0,1
decrepit,0,1
decrepitude,0,1
decry,0,1
defamation,0,1
defamations,0,1
defamatory,0,1
defame,0,1
defect,0,1
defective,0,1
defects,0,1
defensive,0,1
defiance,0,1
defiant,0,1
defiantly,0,1
deficiencies,0,1
deficiency,0,1
deficient,0,1
defile,0,1
defiler,0,1
deform,0,1
deformed,0,1
defrauding,0,1
defunct,0,1
defy,0,1
degenerate,0,1
degenerately,0,1
degeneration,0,1
degradation,0,1
degrade,0,1
degrading,0,1
degradingly,0,1
dehumanization,0,1
dehumanize,0,1
deign,0,1
deject,0,1
dejected,0,1
dejectedly,0,1
dejection,0,1
delay,0,1
delayed,0,1
delaying,0,1
delays,0,1
delinquency,0,1
delinquent,0,1
delirious,0,1
delirium,0,1
delude,0,1
deluded,0,1
deluge,0,1
delusion,0,1
delusional,0,1
delusions,0,1
demean,0,1
demeaning,0,1
demise,0,1
demolish,0,1
demolisher,0,1
demon,0,1
demonic,0,1
demonize,0,1
demonized,0,1
demonizes,0,1
demonizing,0,1
demoralize,0,1
demoralizing,0,1
demoralizingly,0,1
denial,0,1
denied,0,1
denies,0,1
denigrate,0,1
denounce,0,1
dense,0,1
dent,0,1
dented,0,1
dents,0,1
denunciate,0,1
denunciation,0,1
denunciations,0,1
deny,0,1
denying,0,1
deplete,0,1
deplorable,0,1
deplorably,0,1
deplore,0,1
deploring,0,1
deploringly,0,1
deprave,0,1
depraved,0,1
depravedly,0,1
deprecate,0,1
depress,0,1
depressed,0,1
depressing,0,1
depressingly,0,1
depression,0,1
depressions,0,1
deprive,0,1
deprived,0,1
deride,0,1
derision,0,1
derisive,0,1
derisively,0,1
derisiveness,0,1
derogatory,0,1
desecrate,0,1
desert,0,1
desertion,0,1
desiccate,0,1
desiccated,0,1
desititute,0,1
desolate,0,1
desolately,0,1
desolation,0,1
despair,0,1
despairing,0,1
despairingly,0,1
desperate,0,1
desperately,0,1
desperation,0,1
despicable,0,1
despicably,0,1
despise,0,1
despised,0,1
despoil,0,1
despoiler,0,1
despondence,0,1
despondency,0,1
despondent,0,1
despondently,0,1
despot,0,1
despotic,0,1
despotism,0,1
destabilisation,0,1
destains,0,1
destitute,0,1
destitution,0,1
destroy,0,1
destroyer,0,1
destruction,0,1
destructive,0,1
desultory,0,1
deter,0,1
deteriorate,0,1
deteriorating,0,1
deterioration,0,1
deterrent,0,1
detest,0,1
detestable,0,1
detestably,0,1
detested,0,1
detesting,0,1
detests,0,1
detract,0,1
detracted,0,1
detracting,0,1
detraction,0,1
detracts,0,1
detriment,0,1
detrimental,0,1
devastate,0,1
devastated,0,1
devastates,0,1
devastating,0,1
devastatingly,0,1
devastation,0,1
deviate,0,1
deviation,0,1
devil,0,1
devilish,0,1
devilishly,0,1
devilment,0,1
devilry,0,1
devious,0,1
deviously,0,1
deviousness,0,1
devoid,0,1
diabolic,0,1
diabolical,0,1
diabolically,0,1
diametrically,0,1
diappointed,0,1
diatribe,0,1
diatribes,0,1
dick,0,1
dictator,0,1
dictatorial,0,1
die,0,1
die-hard,0,1
died,0,1
dies,0,1
difficult,0,1
difficulties,0,1
difficulty,0,1
diffidence,0,1
dilapidated,0,1
dilemma,0,1
dilly-dally,0,1
dim,0,1
dimmer,0,1
din,0,1
ding,0,1
dings,0,1
dinky,0,1
dire,0,1
direly,0,1
direness,0,1
dirt,0,1
dirtbag,0,1
dirtbags,0,1
dirts,0,1
dirty,0,1
disable,0,1
disabled,0,1
disaccord,0,1
disadvantage,0,1
disadvantaged,0,1
disadvantageous,0,1
disadvantages,0,1
disaffect,0,1
disaffected,0,1
disaffirm,0,1
disagree,0,1
disagreeable,0,1
disagreeably,0,1
disagreed,0,1
disagreeing,0,1
disagreement,0,1
disagrees,0,1
disallow,0,1
disapointed,0,1
disapointing,0,1
disapointment,0,1
disappoint,0,1
disappointed,0,1
disappointing,0,1
disappointingly,0,1
disappointment,0,1
disappointments,0,1
disappoints,0,1
disapprobation,0,1
disapproval,0,1
disapprove,0,1
disapproving,0,1
disarm,0,1
disarray,0,1
disaster,0,1
disasterous,0,1
disastrous,0,1
disastrously,0,1
disavow,0,1
disavowal,0,1
disbelief,0,1
disbelieve,0,1
disbeliever,0,1
disclaim,0,1
discombobulate,0,1
discomfit,0,1
discomfititure,0,1
discomfort,0,1
discompose,0,1
disconcert,0,1
disconcerted,0,1
disconcerting,0,1
disconcertingly,0,1
disconsolate,0,1
disconsolately,0,1
disconsolation,0,1
discontent,0,1
discontented,0,1
discontentedly,0,1
discontinued,0,1
discontinuity,0,1
discontinuous,0,1
discord,0,1
discordance,0,1
discordant,0,1
discountenance,0,1
discourage,0,1
discouragement,0,1
discouraging,0,1
discouragingly,0,1
discourteous,0,1
discourteously,0,1
discoutinous,0,1
discredit,0,1
discrepant,0,1
discriminate,0,1
discrimination,0,1
discriminatory,0,1
disdain,0,1
disdained,0,1
disdainful,0,1
disdainfully,0,1
disfavor,0,1
disgrace,0,1
disgraced,0,1
disgraceful,0,1
disgracefully,0,1
disgruntle,0,1
disgruntled,0,1
disgust,0,1
disgusted,0,1
disgustedly,0,1
disgustful,0,1
disgustfully,0,1
disgusting,0,1
disgustingly,0,1
dishearten,0,1
disheartening,0,1
dishearteningly,0,1
dishonest,0,1
dishonestly,0,1
dishonesty,0,1
dishonor,0,1
dishonorable,0,1
dishonorablely,0,1
disillusion,0,1
disillusioned,0,1
disillusionment,0,1
disillusions,0,1
disinclination,0,1
disinclined,0,1
disingenuous,0,1
disingenuously,0,1
disintegrate,0,1
disintegrated,0,1
disintegrates,0,1
disintegration,0,1
disinterest,0,1
disinterested,0,1
dislike,0,1
disliked,0,1
dislikes,0,1
disliking,0,1
dislocated,0,1
disloyal,0,1
disloyalty,0,1
dismal,0,1
dismally,0,1
dismalness,0,1
dismay,0,1
dismayed,0,1
dismaying,0,1
dismayingly,0,1
dismissive,0,1
dismissively,0,1
disobedience,0,1
disobedient,0,1
disobey,0,1
disoobedient,0,1
disorder,0,1
disordered,0,1
disorderly,0,1
disorganized,0,1
disorient,0,1
disoriented,0,1
disown,0,1
disparage,0,1
disparaging,0,1
disparagingly,0,1
dispensable,0,1
dispirit,0,1
dispirited,0,1
dispiritedly,0,1
dispiriting,0,1
displace,0,1
displaced,0,1
displease,0,1
displeased,0,1
displeasing,0,1
displeasure,0,1
disproportionate,0,1
disprove,0,1
disputable,0,1
dispute,0,1
disputed,0,1
disquiet,0,1
disquieting,0,1
disquietingly,0,1
disquietude,0,1
disregard,0,1
disregardful,0,1
disreputable,0,1
disrepute,0,1
disrespect,0,1
disrespectable,0,1
disrespectablity,0,1
disrespectful,0,1
disrespectfully,0,1
disrespectfulness,0,1
disrespecting,0,1
disrupt,0,1
disruption,0,1
disruptive,0,1
diss,0,1
dissapointed,0,1
dissappointed,0,1
dissappointing,0,1
dissatisfaction,0,1
dissatisfactory,0,1
dissatisfied,0,1
dissatisfies,0,1
dissatisfy,0,1
dissatisfying,0,1
dissed,0,1
dissemble,0,1
dissembler,0,1
dissension,0,1
dissent,0,1
dissenter,0,1
dissention,0,1
disservice,0,1
disses,0,1
dissidence,0,1
dissident,0,1
dissidents,0,1
dissing,0,1
dissocial,0,1
dissolute,0,1
dissolution,0,1
dissonance,0,1
dissonant,0,1
dissonantly,0,1
dissuade,0,1
dissuasive,0,1
distains,0,1
distaste,0,1
distasteful,0,1
distastefully,0,1
distort,0,1
distorted,0,1
distortion,0,1
distorts,0,1
distract,0,1
distracting,0,1
distraction,0,1
distraught,0,1
distraughtly,0,1
distraughtness,0,1
distress,0,1
distressed,0,1
distressing,0,1
distressingly,0,1
distrust,0,1
distrustful,0,1
distrusting,0,1
disturb,0,1
disturbance,0,1
disturbed,0,1
disturbing,0,1
disturbingly,0,1
disunity,0,1
disvalue,0,1
divergent,0,1
divisive,0,1
divisively,0,1
divisiveness,0,1
