userId,sessId,newVisitor,visitStartTime,weekday,hour,medium,source,device,browser,country,region,transaction,sessionNumber,landingPage,hitTimeLP,secondPage,hitsTimeSecondPage,thirdPage,hitsTimeThirdPage
8000002245,9000000000001458,0,1736550840,5,23,email,newsletter,mobile,Firefox,United Kingdom,England,0,1,/catalog/apparel,0,/basket,31864,/catalog/electronics,84015
8000002213,9000000000001459,1,1735876080,5,3,email,newsletter,desktop,Edge,Germany,Berlin,0,1,/product/featured-item,0,,,,
8000001375,9000000000001460,0,1737075420,5,0,organic,search-engine,desktop,Firefox,Germany,Berlin,0,1,/catalog/electronics,0,/basket,72889,/catalog/accessories,118576
8000002577,9000000000001461,1,1736906460,3,2,organic,search-engine,mobile,Edge,United Kingdom,England,0,1,/home,0,/catalog/accessories,62646,/catalog/accessories,166739
8000000583,9000000000001462,1,1736981400,3,22,email,newsletter,mobile,Safari,Germany,Berlin,0,1,/catalog/electronics,0,,,,
8000002938,9000000000001463,1,1738131360,3,6,email,newsletter,mobile,Chrome,France,Ile-de-France,0,1,/home,0,,,,
8000000339,9000000000001464,1,1738311780,5,8,referral,partner.example,desktop,Chrome,France,Ile-de-France,0,1,/catalog/electronics,0,,,,
8000003112,9000000000001465,0,1735889220,5,7,organic,search-engine,desktop,Firefox,France,Ile-de-France,0,1,/product/featured-item,0,/checkout,47485,,
8000001392,9000000000001466,1,1735815360,4,10,cpc,paid-media,desktop,Chrome,Germany,Berlin,0,3,/product/featured-item,0,/product/featured-item,62777,,
8000002761,9000000000001467,0,1737129360,5,15,organic,search-engine,mobile,Safari,Portugal,Lisbon,0,1,/product/featured-item,0,/product/featured-item,41854,/checkout,145154
8000000486,9000000000001468,1,1735701360,3,3,email,newsletter,desktop,Firefox,Portugal,Lisbon,0,1,/product/featured-item,0,,,,
8000001229,9000000000001469,1,1738154460,3,12,(none),(direct),mobile,Safari,Spain,Madrid,0,3,/catalog/accessories,0,,,,
8000001418,9000000000001470,0,1736647560,7,2,email,newsletter,mobile,Chrome,France,Ile-de-France,0,1,/catalog/electronics,0,/catalog/electronics,65818,/catalog/accessories,142449
8000002340,9000000000001471,1,1737374400,1,12,(none),(direct),desktop,Safari,United Kingdom,England,0,1,/catalog/apparel,0,/product/featured-item,33671,/catalog/accessories,98452
8000002713,9000000000001472,1,1736451780,4,19,(none),(direct),mobile,Edge,France,Ile-de-France,0,2,/catalog/apparel,0,/catalog/electronics,53462,,
8000001369,9000000000001473,1,1736979660,3,22,organic,search-engine,desktop,Edge,France,Ile-de-France,0,1,/catalog/apparel,0,,,,
8000001603,9000000000001474,0,1736411700,4,8,email,newsletter,desktop,Safari,United Kingdom,England,0,2,/catalog/accessories,0,/basket,77062,/catalog/electronics,171134
8000001356,9000000000001475,1,1736064120,7,8,organic,search-engine,desktop,Chrome,Portugal,Lisbon,0,1,/product/featured-item,0,/checkout,8081,,
8000002277,9000000000001476,0,1737317520,7,20,(none),(direct),desktop,Firefox,Portugal,Lisbon,0,2,/catalog/accessories,0,/catalog/apparel,19836,/basket,102611
8000001870,9000000000001477,0,1737003240,4,4,(none),(direct),mobile,Edge,United Kingdom,England,0,1,/catalog/electronics,0,/basket,79780,,
8000000191,9000000000001478,1,1736597700,6,12,referral,partner.example,desktop,Firefox,Spain,Madrid,0,1,/catalog/apparel,0,,,,
8000000319,9000000000001479,0,1736695560,7,15,cpc,paid-media,tablet,Chrome,Portugal,Lisbon,0,1,/catalog/accessories,0,,,,
8000003449,9000000000001480,1,1736326980,3,9,referral,partner.example,mobile,Chrome,United Kingdom,England,0,1,/product/featured-item,0,/catalog/accessories,81691,/catalog/electronics,178791
8000003219,9000000000001481,1,1736179080,1,15,(none),(direct),mobile,Edge,Germany,Berlin,0,1,/home,0,,,,
8000002061,9000000000001482,0,1737406080,1,20,referral,partner.example,desktop,Edge,France,Ile-de-France,0,1,/home,0,/catalog/apparel,76576,,
8000001564,9000000000001483,0,1737875880,7,7,(none),(direct),desktop,Edge,Portugal,Lisbon,0,1,/product/featured-item,0,,,,
8000000885,9000000000001484,1,1735953660,6,1,(none),(direct),tablet,Safari,United Kingdom,England,0,2,/catalog/accessories,0,,,,
8000001359,9000000000001485,1,1736912460,3,3,organic,search-engine,mobile,Safari,United Kingdom,England,0,1,/product/featured-item,0,/checkout,9074,,
8000000523,9000000000001486,0,1738148220,3,10,referral,partner.example,desktop,Chrome,Spain,Madrid,0,1,/catalog/accessories,0,/catalog/apparel,87830,/basket,117541
8000002365,9000000000001487,1,1738058460,2,10,referral,partner.example,mobile,Safari,Spain,Madrid,0,4,/catalog/accessories,0,,,,
8000002927,9000000000001488,0,1736276520,2,19,referral,partner.example,mobile,Safari,Spain,Madrid,0,1,/home,0,,,,
8000000999,9000000000001489,1,1737156000,5,23,referral,partner.example,desktop,Chrome,Spain,Madrid,0,1,/product/featured-item,0,/product/featured-item,53887,/catalog/accessories,81713
8000000946,9000000000001490,1,1737419580,2,0,cpc,paid-media,desktop,Safari,Germany,Berlin,0,2,/home,0,,,,
8000002670,9000000000001491,1,1736326200,3,8,(none),(direct),desktop,Safari,Portugal,Lisbon,0,1,/home,0,/product/featured-item,22856,,
8000001080,9000000000001492,1,1736664540,7,6,(none),(direct),mobile,Chrome,Portugal,Lisbon,0,2,/catalog/apparel,0,,,,
8000000486,9000000000001493,0,1737340260,1,2,cpc,paid-media,desktop,Edge,Portugal,Lisbon,0,1,/home,0,/basket,56746,,
8000001570,9000000000001494,0,1736609160,6,15,cpc,paid-media,mobile,Firefox,Portugal,Lisbon,0,1,/home,0,/product/featured-item,39609,/catalog/accessories,143688
8000001807,9000000000001495,1,1737386220,1,15,cpc,paid-media,tablet,Edge,France,Ile-de-France,0,1,/catalog/apparel,0,/catalog/accessories,47061,,
8000000531,9000000000001496,1,1736353860,3,16,cpc,paid-media,desktop,Firefox,Portugal,Lisbon,0,1,/catalog/apparel,0,/catalog/accessories,47026,/basket,134818
8000000416,9000000000001497,1,1738360200,5,21,(none),(direct),mobile,Edge,Portugal,Lisbon,0,1,/catalog/apparel,0,/product/featured-item,82963,,
8000002967,9000000000001498,1,1736913000,3,3,organic,search-engine,mobile,Firefox,United Kingdom,England,0,2,/catalog/apparel,0,,,,
8000002950,9000000000001499,1,1736797380,1,19,cpc,paid-media,tablet,Safari,Spain,Madrid,0,1,/catalog/accessories,0,,,,
8000000829,9000000000001500,1,1735826160,4,13,referral,partner.example,desktop,Firefox,France,Ile-de-France,0,4,/catalog/accessories,0,,,,
8000001515,9000000000001501,0,1737525540,3,5,cpc,paid-media,mobile,Edge,United Kingdom,England,0,1,/catalog/accessories,0,,,,
8000002957,9000000000001502,1,1738189380,3,22,email,newsletter,mobile,Firefox,France,Ile-de-France,0,1,/product/featured-item,0,,,,
8000003183,9000000000001503,1,1737666600,4,21,cpc,paid-media,tablet,Chrome,Portugal,Lisbon,0,1,/product/featured-item,0,/catalog/electronics,50488,/catalog/electronics,55388
8000001255,9000000000001504,1,1737687300,5,2,organic,search-engine,mobile,Firefox,Spain,Madrid,0,1,/catalog/electronics,0,,,,
8000001238,9000000000001505,1,1737445980,2,7,referral,partner.example,desktop,Edge,Spain,Madrid,0,1,/catalog/accessories,0,/catalog/electronics,79136,/product/featured-item,96689
8000000216,9000000000001506,0,1738315080,5,9,email,newsletter,mobile,Firefox,United Kingdom,England,0,1,/home,0,/catalog/accessories,41452,,
8000001855,9000000000001507,1,1737917400,7,18,cpc,paid-media,desktop,Chrome,Germany,Berlin,0,1,/product/featured-item,0,/checkout,86622,,
8000003367,9000000000001508,1,1737090480,5,5,referral,partner.example,desktop,Safari,Portugal,Lisbon,0,1,/catalog/accessories,0,/checkout,75004,,
8000003028,9000000000001509,0,1736382480,4,0,cpc,paid-media,mobile,Edge,United Kingdom,England,0,1,/catalog/electronics,0,,,,
8000000795,9000000000001510,1,1738217220,4,6,referral,partner.example,mobile,Safari,Portugal,Lisbon,0,1,/catalog/electronics,0,,,,
8000001896,9000000000001511,1,1737470700,2,14,referral,partner.example,mobile,Chrome,Germany,Berlin,0,1,/home,0,,,,
8000002645,9000000000001512,0,1735872960,5,2,email,newsletter,mobile,Firefox,Germany,Berlin,0,1,/product/featured-item,0,,,,
8000002697,9000000000001513,1,1735869000,5,1,organic,search-engine,desktop,Safari,Spain,Madrid,0,1,/home,0,/checkout,26419,/catalog/electronics,70334
8000002475,9000000000001514,1,1736873640,2,16,referral,partner.example,tablet,Chrome,Portugal,Lisbon,0,1,/catalog/apparel,0,,,,
8000000144,9000000000001515,1,1736469960,5,0,organic,search-engine,desktop,Edge,United Kingdom,England,0,2,/catalog/accessories,0,/checkout,5511,/basket,86276
8000000524,9000000000001516,1,1737158340,5,23,(none),(direct),desktop,Edge,Spain,Madrid,0,1,/product/featured-item,0,,,,
8000000779,9000000000001517,0,1737742980,5,18,(none),(direct),mobile,Safari,Portugal,Lisbon,0,1,/catalog/electronics,0,/product/featured-item,31105,,
8000001749,9000000000001518,1,1736032080,6,23,(none),(direct),desktop,Safari,Portugal,Lisbon,0,1,/catalog/electronics,0,/catalog/apparel,62177,,
8000003228,9000000000001519,1,1736164560,1,11,(none),(direct),mobile,Safari,Spain,Madrid,0,2,/product/featured-item,0,/catalog/apparel,15077,/catalog/accessories,63505
8000002777,9000000000001520,1,1737892440,7,11,referral,partner.example,mobile,Firefox,Germany,Berlin,0,1,/catalog/accessories,0,,,,
8000003193,9000000000001521,1,1737272400,7,7,cpc,paid-media,desktop,Safari,Germany,Berlin,0,4,/catalog/apparel,0,,,,
8000000581,9000000000001522,0,1736324160,3,8,(none),(direct),desktop,Firefox,Portugal,Lisbon,0,1,/product/featured-item,0,,,,
8000000632,9000000000001523,1,1738304460,5,6,referral,partner.example,desktop,Chrome,France,Ile-de-France,0,3,/catalog/apparel,0,/product/featured-item,46241,/checkout,75905
8000003413,9000000000001524,1,1738188180,3,22,cpc,paid-media,mobile,Safari,Spain,Madrid,0,1,/catalog/accessories,0,/checkout,66458,/catalog/accessories,104604
8000000939,9000000000001525,1,1737887220,7,10,email,newsletter,mobile,Chrome,United Kingdom,England,0,1,/catalog/accessories,0,/catalog/apparel,52510,,
8000002720,9000000000001526,1,1737259680,7,4,referral,partner.example,mobile,Firefox,Germany,Berlin,0,2,/home,0,,,,
8000001481,9000000000001527,1,1736941680,3,11,email,newsletter,mobile,Edge,Spain,Madrid,0,4,/catalog/accessories,0,,,,
8000000295,9000000000001528,0,1735994280,6,12,(none),(direct),mobile,Firefox,France,Ile-de-France,0,1,/catalog/electronics,0,/catalog/electronics,51279,/catalog/accessories,130929
8000001466,9000000000001529,1,1736416500,4,9,organic,search-engine,desktop,Safari,Portugal,Lisbon,0,1,/home,0,,,,
8000002551,9000000000001530,0,1738253460,4,16,cpc,paid-media,desktop,Edge,Portugal,Lisbon,0,1,/product/featured-item,0,/catalog/apparel,58360,,
8000002652,9000000000001531,0,1737474420,2,15,cpc,paid-media,desktop,Safari,United Kingdom,England,0,1,/catalog/electronics,0,/catalog/apparel,32320,/basket,44793
8000002765,9000000000001532,1,1735800900,4,6,cpc,paid-media,tablet,Edge,United Kingdom,England,0,1,/catalog/apparel,0,,,,
8000002585,9000000000001533,0,1737937440,1,0,email,newsletter,desktop,Firefox,United Kingdom,England,1,1,/home,0,/product/featured-item,69173,/catalog/electronics,159268
8000000593,9000000000001534,1,1735869180,5,1,referral,partner.example,desktop,Firefox,Portugal,Lisbon,0,1,/catalog/electronics,0,/catalog/apparel,51563,,
8000003275,9000000000001535,1,1736806680,1,22,cpc,paid-media,desktop,Edge,Portugal,Lisbon,0,1,/catalog/accessories,0,/product/featured-item,42130,,
8000002345,9000000000001536,0,1737450480,2,9,(none),(direct),desktop,Edge,France,Ile-de-France,0,2,/catalog/electronics,0,,,,
8000002829,9000000000001537,0,1735822380,4,12,email,newsletter,mobile,Firefox,Portugal,Lisbon,0,1,/product/featured-item,0,/catalog/accessories,6932,/catalog/electronics,86115
8000000764,9000000000001538,1,1737515700,3,3,cpc,paid-media,desktop,Safari,United Kingdom,England,0,1,/home,0,,,,
8000002846,9000000000001539,1,1737148260,5,21,(none),(direct),desktop,Firefox,Portugal,Lisbon,0,1,/home,0,/catalog/electronics,56201,/checkout,146598
8000003496,9000000000001540,1,1736924340,3,6,(none),(direct),desktop,Firefox,United Kingdom,England,0,1,/catalog/accessories,0,,,,
8000001154,9000000000001541,0,1737317280,7,20,cpc,paid-media,desktop,Firefox,France,Ile-de-France,0,2,/catalog/accessories,0,,,,
8000002905,9000000000001542,0,1736701680,7,17,organic,search-engine,mobile,Safari,France,Ile-de-France,0,2,/catalog/accessories,0,/product/featured-item,34058,,
8000001130,9000000000001543,1,1737963600,1,7,cpc,paid-media,desktop,Safari,United Kingdom,England,0,1,/home,0,,,,
8000002431,9000000000001544,1,1736980080,3,22,(none),(direct),desktop,Firefox,United Kingdom,England,0,1,/catalog/apparel,0,,,,
8000000425,9000000000001545,1,1735720920,3,8,(none),(direct),desktop,Chrome,Portugal,Lisbon,0,1,/catalog/accessories,0,,,,
8000003489,9000000000001546,1,1737728700,5,14,email,newsletter,desktop,Chrome,Germany,Berlin,0,1,/catalog/accessories,0,/product/featured-item,18470,,
8000002322,9000000000001547,0,1737391560,1,16,email,newsletter,desktop,Firefox,Portugal,Lisbon,0,1,/home,0,/basket,20538,/catalog/accessories,140140
8000000836,9000000000001548,0,1737504120,3,0,email,newsletter,mobile,Chrome,France,Ile-de-France,0,1,/catalog/electronics,0,/basket,84313,/product/featured-item,175119
8000003303,9000000000001549,1,1735999740,6,14,(none),(direct),mobile,Safari,Portugal,Lisbon,0,1,/catalog/apparel,0,/catalog/electronics,44894,,
8000002221,9000000000001550,1,1737855120,7,1,email,newsletter,desktop,Safari,Spain,Madrid,0,1,/catalog/electronics,0,/catalog/accessories,89916,/basket,189022
8000001200,9000000000001551,1,1736409600,4,8,email,newsletter,desktop,Edge,Portugal,Lisbon,0,2,/product/featured-item,0,/catalog/accessories,56484,,
8000003405,9000000000001552,1,1735799760,4,6,organic,search-engine,mobile,Firefox,France,Ile-de-France,0,1,/product/featured-item,0,,,,
8000000206,9000000000001553,1,1736291160,2,23,organic,search-engine,mobile,Firefox,Germany,Berlin,0,1,/catalog/apparel,0,/catalog/electronics,6920,/product/featured-item,48516
8000002198,9000000000001554,0,1737131160,5,16,organic,search-engine,desktop,Safari,United Kingdom,England,0,1,/catalog/apparel,0,/catalog/electronics,46141,/product/featured-item,143801
8000002132,9000000000001555,0,1736292420,2,23,(none),(direct),mobile,Safari,Portugal,Lisbon,0,1,/catalog/apparel,0,/catalog/accessories,30249,/checkout,59041
8000001039,9000000000001556,1,1737295020,7,13,cpc,paid-media,desktop,Chrome,Portugal,Lisbon,0,1,/catalog/electronics,0,,,,
8000000582,9000000000001557,1,1737570660,3,18,(none),(direct),mobile,Safari,France,Ile-de-France,0,3,/product/featured-item,0,/checkout,29604,/product/featured-item,38950
8000002278,9000000000001558,1,1736705280,7,18,cpc,paid-media,desktop,Firefox,Portugal,Lisbon,0,1,/product/featured-item,0,/checkout,8116,,
8000003316,9000000000001559,1,1735753980,3,17,organic,search-engine,desktop,Chrome,Spain,Madrid,0,2,/home,0,,,,
8000001800,9000000000001560,1,1737315840,7,19,email,newsletter,mobile,Firefox,United Kingdom,England,0,2,/catalog/electronics,0,/catalog/apparel,85369,,
8000000434,9000000000001561,1,1738136520,3,7,(none),(direct),mobile,Safari,Spain,Madrid,0,1,/catalog/electronics,0,,,,
8000000632,9000000000001562,1,1738354140,5,20,cpc,paid-media,mobile,Edge,France,Ile-de-France,0,1,/product/featured-item,0,/catalog/apparel,78668,/product/featured-item,183158
8000001155,9000000000001563,1,1736691180,7,14,(none),(direct),mobile,Edge,Spain,Madrid,0,1,/home,0,,,,
8000003254,9000000000001564,1,1736422140,4,11,organic,search-engine,desktop,Chrome,Portugal,Lisbon,0,1,/catalog/accessories,0,,,,
8000002820,9000000000001565,1,1737863280,7,3,cpc,paid-media,mobile,Safari,United Kingdom,England,0,1,/catalog/accessories,0,/catalog/apparel,65534,/catalog/accessories,105721
8000000425,9000000000001566,1,1738000740,1,17,(none),(direct),mobile,Safari,France,Ile-de-France,0,1,/catalog/electronics,0,/catalog/electronics,16338,,
8000001589,9000000000001567,1,1736690400,7,14,referral,partner.example,desktop,Firefox,Germany,Berlin,0,1,/catalog/accessories,0,/catalog/apparel,16809,/product/featured-item,68050
8000002422,9000000000001568,1,1738229940,4,9,cpc,paid-media,mobile,Safari,Spain,Madrid,0,1,/catalog/accessories,0,,,,
8000001206,9000000000001569,1,1736877240,2,17,cpc,paid-media,mobile,Edge,Portugal,Lisbon,0,1,/catalog/apparel,0,/basket,45331,,
8000000043,9000000000001570,0,1737160920,6,0,(none),(direct),mobile,Firefox,United Kingdom,England,0,1,/catalog/electronics,0,,,,
8000002036,9000000000001571,0,1736701620,7,17,(none),(direct),mobile,Edge,Spain,Madrid,0,1,/catalog/apparel,0,/checkout,80346,,
8000001853,9000000000001572,0,1737647820,4,15,cpc,paid-media,desktop,Firefox,Spain,Madrid,0,1,/catalog/apparel,0,/catalog/electronics,12558,,
8000003316,9000000000001573,0,1738066920,2,12,referral,partner.example,desktop,Edge,France,Ile-de-France,0,1,/catalog/apparel,0,/catalog/accessories,44281,/product/featured-item,159617
8000002423,9000000000001574,1,1736938980,3,11,email,newsletter,mobile,Firefox,United Kingdom,England,0,1,/catalog/apparel,0,/product/featured-item,24591,/catalog/electronics,134944
8000000176,9000000000001575,1,1737386160,1,15,cpc,paid-media,desktop,Firefox,France,Ile-de-France,0,1,/catalog/apparel,0,,,,
8000002965,9000000000001576,1,1736110200,7,20,referral,partner.example,mobile,Chrome,Portugal,Lisbon,0,1,/catalog/apparel,0,/basket,22582,,
8000000387,9000000000001577,1,1736369400,3,20,organic,search-engine,desktop,Edge,France,Ile-de-France,0,4,/catalog/accessories,0,/catalog/apparel,59074,,
8000000035,9000000000001578,0,1736098440,7,17,(none),(direct),desktop,Chrome,France,Ile-de-France,0,1,/catalog/electronics,0,/basket,19506,/product/featured-item,131235
8000000728,9000000000001579,1,1737930960,7,22,(none),(direct),mobile,Edge,Germany,Berlin,0,1,/catalog/accessories,0,/basket,70259,,
8000001636,9000000000001580,1,1736911680,3,3,organic,search-engine,mobile,Chrome,Spain,Madrid,0,1,/home,0,/checkout,59162,/checkout,167155
8000001252,9000000000001581,0,1735941060,5,21,organic,search-engine,desktop,Chrome,United Kingdom,England,0,1,/product/featured-item,0,/catalog/accessories,65648,,
8000001829,9000000000001582,1,1736292840,2,23,cpc,paid-media,mobile,Chrome,United Kingdom,England,0,1,/product/featured-item,0,,,,
8000002861,9000000000001583,1,1736472720,5,1,organic,search-engine,mobile,Chrome,Portugal,Lisbon,0,1,/catalog/apparel,0,/product/featured-item,24032,/catalog/accessories,118599
8000003064,9000000000001584,1,1736323800,3,8,(none),(direct),desktop,Safari,United Kingdom,England,0,1,/home,0,/catalog/apparel,25522,/catalog/accessories,62931
8000001456,9000000000001585,1,1737864660,7,4,referral,partner.example,mobile,Edge,United Kingdom,England,0,1,/catalog/electronics,0,/basket,61126,,
8000003098,9000000000001586,1,1737404580,1,20,referral,partner.example,mobile,Edge,Spain,Madrid,0,1,/catalog/apparel,0,,,,
8000000879,9000000000001587,1,1737591360,4,0,cpc,paid-media,mobile,Chrome,Portugal,Lisbon,0,1,/product/featured-item,0,/checkout,54755,/checkout,79959
8000001249,9000000000001588,1,1736116860,7,22,organic,search-engine,tablet,Safari,Spain,Madrid,0,1,/product/featured-item,0,/basket,31571,,
8000003479,9000000000001589,1,1737687480,5,2,referral,partner.example,desktop,Chrome,Spain,Madrid,0,1,/catalog/electronics,0,/basket,64504,,
8000002020,9000000000001590,0,1737205980,6,13,organic,search-engine,mobile,Safari,Germany,Berlin,0,1,/product/featured-item,0,,,,
8000002141,9000000000001591,1,1736084580,7,13,email,newsletter,desktop,Edge,Portugal,Lisbon,0,1,/product/featured-item,0,,,,
8000002846,9000000000001592,1,1736124720,1,0,email,newsletter,tablet,Edge,Germany,Berlin,0,1,/home,0,/basket,41178,,
8000002934,9000000000001593,1,1736282040,2,20,cpc,paid-media,desktop,Edge,Germany,Berlin,0,1,/product/featured-item,0,/catalog/accessories,14347,,
8000002078,9000000000001594,1,1738022040,1,23,(none),(direct),mobile,Edge,Spain,Madrid,0,2,/catalog/apparel,0,/catalog/accessories,84349,,
8000002373,9000000000001595,0,1738079640,2,15,organic,search-engine,desktop,Edge,Germany,Berlin,0,1,/product/featured-item,0,/basket,41913,/checkout,52161
8000000016,9000000000001596,1,1737865020,7,4,(none),(direct),desktop,Chrome,Germany,Berlin,0,3,/catalog/apparel,0,/catalog/electronics,39254,,
8000003288,9000000000001597,1,1738081380,2,16,(none),(direct),mobile,Chrome,Portugal,Lisbon,0,4,/catalog/accessories,0,/catalog/accessories,84564,/basket,131569
8000003181,9000000000001598,0,1737987060,1,14,(none),(direct),desktop,Chrome,France,Ile-de-France,0,2,/home,0,/basket,3299,/checkout,48115
8000000672,9000000000001599,0,1737256440,7,3,referral,partner.example,tablet,Safari,Portugal,Lisbon,0,1,/catalog/accessories,0,/catalog/electronics,4369,,
8000001469,9000000000001600,0,1737734640,5,16,organic,search-engine,mobile,Firefox,Portugal,Lisbon,0,1,/product/featured-item,0,/basket,89257,,
8000002258,9000000000001601,0,1736621340,6,18,(none),(direct),mobile,Safari,Germany,Berlin,0,1,/catalog/electronics,0,/checkout,56525,,
8000003229,9000000000001602,1,1737146640,5,20,organic,search-engine,desktop,Firefox,Spain,Madrid,0,1,/home,0,/catalog/electronics,54860,,
8000001465,9000000000001603,1,1737212880,6,15,email,newsletter,desktop,Firefox,France,Ile-de-France,0,1,/product/featured-item,0,,,,
8000000213,9000000000001604,1,1737666060,4,21,cpc,paid-media,mobile,Chrome,Portugal,Lisbon,0,1,/catalog/apparel,0,,,,
8000001752,9000000000001605,0,1737153780,5,22,organic,search-engine,desktop,Safari,France,Ile-de-France,0,1,/home,0,,,,
8000001612,9000000000001606,0,1737592560,4,0,email,newsletter,mobile,Edge,Germany,Berlin,0,1,/catalog/apparel,0,/product/featured-item,41437,,
8000000479,9000000000001607,0,1736962020,3,17,email,newsletter,mobile,Safari,Germany,Berlin,0,1,/catalog/apparel,0,,,,
8000000512,9000000000001608,1,1738084200,2,17,organic,search-engine,desktop,Chrome,Spain,Madrid,0,1,/catalog/accessories,0,,,,
8000001968,9000000000001609,0,1737218400,6,16,email,newsletter,desktop,Safari,France,Ile-de-France,0,1,/catalog/accessories,0,/catalog/accessories,14633,,
8000000026,9000000000001610,1,1737612780,4,6,organic,search-engine,tablet,Safari,France,Ile-de-France,0,1,/catalog/apparel,0,/catalog/electronics,80110,/catalog/electronics,89496
8000000375,9000000000001611,1,1735956900,6,2,cpc,paid-media,desktop,Firefox,Spain,Madrid,0,1,/product/featured-item,0,,,,
8000002997,9000000000001612,1,1736658360,7,5,(none),(direct),desktop,Safari,France,Ile-de-France,0,1,/catalog/accessories,0,,,,
8000000698,9000000000001613,1,1737051180,4,18,referral,partner.example,mobile,Edge,France,Ile-de-France,0,1,/catalog/accessories,0,/catalog/apparel,50266,,
8000000214,9000000000001614,1,1737770040,6,1,organic,search-engine,desktop,Safari,United Kingdom,England,0,1,/product/featured-item,0,/product/featured-item,49988,/product/featured-item,135694
8000002998,9000000000001615,0,1736852700,2,11,organic,search-engine,mobile,Safari,Germany,Berlin,0,1,/catalog/apparel,0,/basket,36073,/checkout,76003
8000002001,9000000000001616,1,1737697140,5,5,(none),(direct),desktop,Safari,Spain,Madrid,0,1,/home,0,/catalog/accessories,33410,/catalog/accessories,143609
8000002102,9000000000001617,1,1737555120,3,14,(none),(direct),desktop,Safari,Spain,Madrid,0,1,/catalog/electronics,0,,,,
8000000805,9000000000001618,1,1735727460,3,10,email,newsletter,mobile,Safari,Germany,Berlin,0,3,/catalog/apparel,0,/checkout,42072,/catalog/electronics,97627
8000001977,9000000000001619,1,1737702300,5,7,organic,search-engine,desktop,Safari,United Kingdom,England,0,1,/catalog/electronics,0,,,,
8000002034,9000000000001620,1,1736034120,6,23,cpc,paid-media,desktop,Chrome,Germany,Berlin,0,4,/catalog/apparel,0,,,,
8000000860,9000000000001621,1,1737246900,7,0,referral,partner.example,mobile,Chrome,United Kingdom,England,0,1,/home,0,/product/featured-item,46755,,
8000000198,9000000000001622,1,1737782520,6,5,(none),(direct),mobile,Chrome,Germany,Berlin,0,1,/catalog/electronics,0,/catalog/apparel,46614,,
8000002718,9000000000001623,0,1737742440,5,18,email,newsletter,mobile,Firefox,Spain,Madrid,0,1,/product/featured-item,0,,,,
8000002967,9000000000001624,1,1737489780,2,20,(none),(direct),desktop,Firefox,Spain,Madrid,0,2,/catalog/apparel,0,/catalog/electronics,45069,,
8000002124,9000000000001625,1,1736126700,1,1,(none),(direct),desktop,Chrome,Spain,Madrid,0,2,/catalog/accessories,0,/checkout,81849,,
8000002167,9000000000001626,0,1737814680,6,14,referral,partner.example,mobile,Firefox,Germany,Berlin,0,3,/catalog/accessories,0,,,,
8000001347,9000000000001627,1,1736078400,7,12,email,newsletter,mobile,Safari,Spain,Madrid,0,2,/home,0,/catalog/accessories,70599,,
8000000860,9000000000001628,1,1737766380,6,0,(none),(direct),desktop,Safari,Germany,Berlin,0,1,/catalog/electronics,0,,,,
8000003418,9000000000001629,1,1737808080,6,12,organic,search-engine,desktop,Safari,France,Ile-de-France,0,2,/catalog/electronics,0,/catalog/apparel,77085,,
8000001917,9000000000001630,0,1737958800,1,6,organic,search-engine,desktop,Firefox,Spain,Madrid,0,1,/catalog/accessories,0,/product/featured-item,30968,,
8000003050,9000000000001631,0,1737673680,4,23,(none),(direct),mobile,Firefox,Germany,Berlin,0,1,/catalog/electronics,0,,,,
8000000082,9000000000001632,0,1736167500,1,12,organic,search-engine,mobile,Firefox,United Kingdom,England,0,1,/catalog/accessories,0,/catalog/accessories,77170,,
8000001432,9000000000001633,0,1736166420,1,12,referral,partner.example,mobile,Chrome,Portugal,Lisbon,0,1,/catalog/accessories,0,/checkout,15246,,
8000000250,9000000000001634,1,1736222880,2,4,email,newsletter,desktop,Edge,Germany,Berlin,0,2,/catalog/apparel,0,/catalog/apparel,71590,,
8000001802,9000000000001635,1,1735999680,6,14,referral,partner.example,mobile,Firefox,United Kingdom,England,0,1,/product/featured-item,0,,,,
8000000248,9000000000001636,1,1735717560,3,7,email,newsletter,desktop,Firefox,Germany,Berlin,0,2,/catalog/electronics,0,/checkout,34284,,
8000000981,9000000000001637,1,1737989040,1,14,cpc,paid-media,mobile,Safari,France,Ile-de-France,0,1,/catalog/apparel,0,/catalog/apparel,82405,/product/featured-item,89987
8000001872,9000000000001638,1,1735800360,4,6,referral,partner.example,desktop,Firefox,Germany,Berlin,0,3,/catalog/accessories,0,,,,
8000000726,9000000000001639,1,1737739140,5,17,organic,search-engine,desktop,Edge,France,Ile-de-France,0,3,/catalog/accessories,0,/checkout,15741,,
8000002600,9000000000001640,1,1736494620,5,7,email,newsletter,desktop,Chrome,France,Ile-de-France,0,1,/catalog/apparel,0,/catalog/electronics,6911,/product/featured-item,33671
8000000034,9000000000001641,1,1736727900,1,0,referral,partner.example,desktop,Edge,Spain,Madrid,0,1,/product/featured-item,0,/basket,35969,,
8000000942,9000000000001642,1,1738017300,1,22,email,newsletter,mobile,Chrome,Portugal,Lisbon,0,1,/catalog/apparel,0,/basket,54708,,
8000002072,9000000000001643,1,1737799500,6,10,email,newsletter,mobile,Safari,United Kingdom,England,0,2,/catalog/accessories,0,/catalog/electronics,47954,,
8000002203,9000000000001644,0,1737473520,2,15,referral,partner.example,mobile,Edge,Portugal,Lisbon,0,2,/catalog/accessories,0,/catalog/accessories,75393,/basket,93097
